Title,Link
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 1,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269468#JD_SubcodeEChapter1
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | E-101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269469#JD_E-101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | E-102,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269470#JD_E-102
"TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Subcode ""EB""",https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269471#JD_SubcodeEB
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | EB-1.0,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269471#JD_EB-1.0
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 1,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269479#JD_SubcodeEBChapter1
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | EB-101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269481#JD_EB-101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 3,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269495#JD_SubcodeEBChapter3
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 301,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269496#JD_EB-301
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | EB-306,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269500#JD_EB-306
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | EB-307,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269505#JD_EB-307
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 5,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269512#JD_SubcodeEBChapter5
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 504,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269513#JD_EB-504
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 13,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269516#JD_SubcodeEBChapter13
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 1301,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269517#JD_EB-1301
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 15,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269520#JD_SubcodeEBChapter15
"TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Subcode ""EC""",https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269523#JD_SubcodeEC
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | EC-1.0,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269523#JD_EC-1.0
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | IECC,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269532#JD_SubcodeECPart1
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 1,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269532#JD_SubcodeECPart1Chapter1
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | EC-C101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269534#JD_EC-C101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | IECC,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269548#JD_SubcodeECPart2
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 1,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269548#JD_SubcodeECPart2Chapter1
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | EC-R101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269550#JD_EC-R101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 4,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269564#JD_SubcodeECPart2Chapter4
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | R402,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269565#JD_EC-R402
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | R403,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269575#JD_EC-R403
"TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Subcode ""F""",https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269578#JD_SubcodeF
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-1.0,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269578#JD_F-1.0
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Part I,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269586#JD_SubcodeFPartI
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 1,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269586#JD_SubcodeFChapter1
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269588#JD_F-101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-102,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269601#JD_F-102
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-103,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269624#JD_F-103
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-104,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269627#JD_F-104
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-105,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269637#JD_F-105
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-106,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269734#JD_F-106
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-107,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269746#JD_F-107
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-108,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269749#JD_F-108
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-109,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269753#JD_F-109
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 2,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269767#JD_SubcodeFChapter2
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 201,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269768#JD_F201
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 202,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269771#JD_F202
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 3,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269788#JD_SubcodeFChapter3
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 301,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269789#JD_F301
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 305,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269792#JD_F305
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 307,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269795#JD_F307
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 308,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269800#JD_F308
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 311,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269824#JD_F311
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 315,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269827#JD_F315
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 4,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269830#JD_SubcodeFChapter4
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 403,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269831#JD_F403
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | F-408,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269838#JD_F-408
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 5,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269855#JD_SubcodeFChapter5
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 501,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269856#JD_F501
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 507,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269859#JD_F507
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 508,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269877#JD_F-508
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 510,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269884#JD_F510
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 6,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269887#JD_SubcodeFChapter6
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 601,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269888#JD_F601
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 603,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269891#JD_F603
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 606,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269903#JD_F606
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 7,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269911#JD_SubcodeFChapter7
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 701,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269912#JD_F701
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 8,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269937#JD_SubcodeFChapter8
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 806,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269938#JD_F806
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 9,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269942#JD_SubcodeFChapter9
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 901,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269943#JD_F901
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 912,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-269994#JD_F912
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 916,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270003#JD_F916
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 11,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270006#JD_SubcodeFChapter11
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 1101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270007#JD_F1101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 1103,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270010#JD_F1103
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 1104,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270143#JD_F1104
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 1106,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270241#JD_F1106
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 12,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270269#JD_SubcodeFChapter22
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 1205,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270253#JD_F1205
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 1206,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270256#JD_F1206
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 20,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270261#JD_SubcodeFChapter20
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2001,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270262#JD_F2001
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 21,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270265#JD_SubcodeFChapter21
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270266#JD_F2101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 22,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270269#JD_SubcodeFChapter22
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2201,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270270#JD_F2201
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 23,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270269#JD_SubcodeFChapter22
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2301,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270274#JD_F2301
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 24,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270277#JD_SubcodeFChapter24
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2401,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270278#JD_F2401
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 25,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270281#JD_SubcodeFChapter25
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2501,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270282#JD_F2501
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 26,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270285#JD_SubcodeFChapter26
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2601,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270286#JD_F2601
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 27,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270289#JD_SubcodeFChapter27
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2701,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270290#JD_F2701
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 28,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270293#JD_SubcodeFChapter28
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2801,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270294#JD_F2801
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 29,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270297#JD_SubcodeFChapter29
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 2901,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270298#JD_F2901
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 30,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270301#JD_SubcodeFChapter30
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3001,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270302#JD_F3001
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 31,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270305#JD_SubcodeFChapter31
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3103,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270306#JD_F3103
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3105,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270309#JD_F3105
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3106,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270312#JD_F3106
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 32,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270315#JD_SubcodeFChapter32
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3201,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270316#JD_F3201
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 34,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270319#JD_SubcodeFChapter34
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3401,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270320#JD_F3401
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 35,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270323#JD_SubcodeFChapter35
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3501,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270324#JD_F3501
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 37,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270327#JD_SubcodeFChapter37
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3701,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270328#JD_F3701
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 39,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270331#JD_SubcodeFChapter39
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 3901,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270332#JD_F3901
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 50,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270335#JD_SubcodeFChapter50
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5001,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270336#JD_F5001
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5003,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270400#JD_F-5003
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 51,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270410#JD_SubcodeFChapter51
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5101,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270411#JD_F5101
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 53,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270414#JD_SubcodeFChapter53
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5301,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270415#JD_F5301
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 54,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270418#JD_SubcodeFChapter54
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5401,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270419#JD_F5401
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 55,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270422#JD_SubcodeFChapter55
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5501,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270423#JD_F5501
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 56,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270426#JD_SubcodeFChapter56
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5601,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270427#JD_F5601
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 57,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270457#JD_SubcodeFChapter57
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5701,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270458#JD_F5701
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5704,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270461#JD_F5704
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | 5706,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270474#JD_F5706
TITLE 4. THE PHILADELPHIA BUILDING CONSTRUCTION AND OCCUPANCY CODE | Chapter 58,https://codelibrary.amlegal.com/codes/philadelphia/latest/philadelphia_pa/0-0-0-270477#JD_SubcodeFChapter58
